organisationCapability,organisationId,itemId,detailedItemId,capabilityType,validationDate,sectorMappingId
OC-017916,001ON00000OCSNV,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017919,001ON00000OCSNW,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017920,001ON00000OCSNX,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017921,001ON00000OCSNY,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017926,001ON00000OCSNZ,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017927,001ON00000OCSNA,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017928,001ON00000OCSNB,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017933,001ON00000OCSNC,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017934,001ON00000OCSND,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017935,001ON00000OCSNE,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017938,001ON00000OCSNF,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017939,001ON00000OCSNG,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017940,001ON00000OCSNH,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017941,001ON00000OCSNI,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017943,001ON00000OCSNJ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017944,001ON00000OCSNK,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017946,001ON00000OCSNL,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017948,001ON00000OCSNM,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017952,001ON00000OCSNN,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017956,001ON00000OCSNO,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017957,001ON00000OCSNP,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017958,001ON00000OCSNQ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017960,001ON00000OCSNR,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017961,001ON00000OCSNT,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017964,001ON00000OCSNU,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017965,001ON00000OCSNV,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017967,001ON00000OCSNW,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017968,001ON00000OCSNX,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017972,001ON00000OCSNY,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017979,001ON00000OCSO0,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017980,001ON00000OCSO1,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017983,001ON00000OCSO2,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017986,001ON00000OCSO3,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017988,001ON00000OCSO4,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017989,001ON00000OCSO5,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017992,001ON00000OCSO6,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017995,001ON00000OCSO7,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017997,001ON00000OCSO8,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017998,001ON00000OCSO9,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-018000,001ON00000OCSOA,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-018001,001ON00000OCSOB,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018002,001ON00000OCSOC,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018005,001ON00000OCSOD,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-018008,001ON00000OCSOE,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-018027,001ON00000OCSOF,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018028,001ON00000OCSOG,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018029,001ON00000OCSOH,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018031,001ON00000OCSOI,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018032,001ON00000OCSOJ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018033,001ON00000OCSOK,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018034,001ON00000OCSOL,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018037,001ON00000OCSOM,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018040,001ON00000OCSON,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018042,001ON00000OCSOO,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018043,001ON00000OCSOP,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018044,001ON00000OCSOQ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017914,001ON00000OCSOQ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017907,001ON00000OCSQT,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017918,001ON00000OCSQU,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017966,001ON00000OCSQW,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017977,001ON00000OCSQX,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018025,001ON00000OCSQY,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018030,001ON00000OCSQZ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017834,001ON00000OCSQA,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017838,001ON00000OCSQB,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017847,001ON00000OCSQC,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017850,001ON00000OCSQD,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017857,001ON00000OCSQE,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017922,001ON00000OCSQG,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017929,001ON00000OCSQH,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017949,001ON00000OCSQI,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017950,001ON00000OCSQJ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017963,001ON00000OCSQK,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017974,001ON00000OCSQL,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017976,001ON00000OCSQM,ITM-009904,DITM-000512,Assembler,2025-06-01,SM-000484
OC-017985,001ON00000OCSQN,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017991,001ON00000OCSQP,ITM-009904,DITM-000512,Designer,2025-06-01,SM-000484
OC-017999,001ON00000OCSQQ,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018003,001ON00000OCSQR,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018011,001ON00000OCSQS,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018012,001ON00000OCSQT,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017851,001ON00000OCSQV,ITM-009904,DITM-000512,Assembler,2025-06-01,SM-000484
OC-017852,001ON00000OCSQW,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017856,001ON00000OCSQX,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017860,001ON00000OCSQY,ITM-009904,DITM-000512,Assembler,2025-06-01,SM-000484
OC-017867,001ON00000OCSQZ,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017895,001ON00000OCSR0,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017924,001ON00000OCSR1,ITM-009904,DITM-000512,Assembler,2025-06-01,SM-000484
OC-017971,001ON00000OCSR2,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018010,001ON00000OCSR3,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018016,001ON00000OCSR4,ITM-009904,DITM-000512,Assembler,2025-06-01,SM-000484
OC-018018,001ON00000OCSR6,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017855,001ON00000OCSR8,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-017881,001ON00000OCSR9,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017899,001ON00000OCSRA,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017869,001ON00000OCSRB,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017945,001ON00000OCSRC,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018013,001ON00000OCSRD,ITM-009904,DITM-000512,Manufacturer,2025-06-01,SM-000484
OC-018049,001ON00000OCSRE,ITM-009904,DITM-000512,Wholesaler,2025-06-01,SM-000484
OC-017791,0012T0000034LZU,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010507,0012T0000034NCJ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017743,0012T0000034NCJ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010556,0012T00000360LU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010550,0012T00000360LU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017808,0012T00000360LU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017818,0012T00000360LU,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017817,0012T00000360LU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010502,0012T0000036QG3,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017733,0012T0000036QG3,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017801,0015K000004G2JZ,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010531,0017F00001UEJ1J,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017780,0017F00001UEJ1J,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010484,0017F00001UEJ6O,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017706,0017F00001UEJ6O,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017759,0017F00001UEJJG,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017702,0017F000023LWBX,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010551,0017F000023LY3S,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017811,0017F000023LY3S,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010483,0019S000005FD0C,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017705,0019S000005FD0C,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010505,0019S000005J2KP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017739,0019S000005J2KP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017809,0019S0000061JUZ,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010538,0019S000007HUTW,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017787,0019S000007HUTW,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010487,001ON000002FWLZ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017709,001ON000002FWLZ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010523,001ON000003CUIM,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017768,001ON000003CUIM,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010539,001ON000006OPRE,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017788,001ON000006OPRE,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010553,001ON000006P18W,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017813,001ON000006P18W,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010519,001ON000006P2Y5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017763,001ON000006P2Y5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010500,001ON000006P4WG,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017731,001ON000006P4WG,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010506,001ON000006P8BI,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017740,001ON000006P8BI,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010534,001ON000006P99V,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017783,001ON000006P99V,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010565,001ON00000CH364,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017827,001ON00000CH364,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017810,001ON00000COBLB,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010552,001ON00000H2HZ6,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017812,001ON00000H2HZ6,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010480,001ON00000JFSQQ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017700,001ON00000JFSQQ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010486,001ON00000JFZPC,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017708,001ON00000JFZPC,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017710,001ON00000JFZQD,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017712,001ON00000JFZQD,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010493,001ON00000JFZVH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017720,001ON00000JFZVH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010496,001ON00000JFZWN,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017726,001ON00000JFZWN,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010497,001ON00000JFZXC,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017727,001ON00000JFZXC,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010499,001ON00000JFA1G,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017730,001ON00000JFA1G,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017735,001ON00000JFA38,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010557,001ON00000JFAEH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017819,001ON00000JFAEH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017753,001ON00000JFAEK,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010513,001ON00000JFAEP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017755,001ON00000JFAEP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010518,001ON00000JFAEK,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017762,001ON00000JFAEK,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017772,001ON00000JFAGQ,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-010564,001ON00000JFAST,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017826,001ON00000JFAST,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-010541,001ON00000JFAV5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017790,001ON00000JFAV5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017734,001ON00000OCSMP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017815,001ON00000OCSMS,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017829,001ON00000OCSMV,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017798,001ON00000OCSMB,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017816,001ON00000OCSMC,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017828,001ON00000OCSME,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017761,001ON00000OCSMM,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017795,001ON00000OCSMN,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017830,001ON00000OCSMP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017699,001ON00000OCSMQ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017703,001ON00000OCSMS,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017704,001ON00000OCSMT,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017707,001ON00000OCSMU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017711,001ON00000OCSMX,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017713,001ON00000OCSMY,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017716,001ON00000OCSN1,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017718,001ON00000OCSN2,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017719,001ON00000OCSN3,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017721,001ON00000OCSN5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017723,001ON00000OCSN7,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017724,001ON00000OCSN8,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017725,001ON00000OCSNB,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017729,001ON00000OCSNH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017732,001ON00000OCSNK,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017736,001ON00000OCSNN,ITM-009904,DITM-000511,Assembler,2025-06-01,SM-000483
OC-017738,001ON00000OCSNO,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017741,001ON00000OCSNQ,ITM-009904,DITM-000511,Assembler,2025-06-01,SM-000483
OC-017744,001ON00000OCSNR,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017745,001ON00000OCSNT,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017746,001ON00000OCSNU,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017747,001ON00000OCSNV,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017749,001ON00000OCSNW,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017750,001ON00000OCSNX,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017751,001ON00000OCSNY,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017756,001ON00000OCSNZ,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017757,001ON00000OCSNA,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017758,001ON00000OCSNB,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017764,001ON00000OCSND,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017765,001ON00000OCSNE,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017766,001ON00000OCSNG,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017767,001ON00000OCSNI,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017769,001ON00000OCSNJ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017770,001ON00000OCSNK,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017771,001ON00000OCSNL,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017773,001ON00000OCSNP,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017774,001ON00000OCSNQ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017775,001ON00000OCSNT,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017777,001ON00000OCSNU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017778,001ON00000OCSNV,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017781,001ON00000OCSNW,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017782,001ON00000OCSNX,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017785,001ON00000OCSNY,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017786,001ON00000OCSNZ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017789,001ON00000OCSO0,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017792,001ON00000OCSO2,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017794,001ON00000OCSO3,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017796,001ON00000OCSO4,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017797,001ON00000OCSO5,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017800,001ON00000OCSO6,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017802,001ON00000OCSO7,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017803,001ON00000OCSO8,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017804,001ON00000OCSO9,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017805,001ON00000OCSOA,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017806,001ON00000OCSOB,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017807,001ON00000OCSOD,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017821,001ON00000OCSOH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017822,001ON00000OCSOI,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017823,001ON00000OCSOJ,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017824,001ON00000OCSOK,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017825,001ON00000OCSOL,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017742,001ON00000OCSQT,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017748,001ON00000OCSQU,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017779,001ON00000OCSQW,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017820,001ON00000OCSQY,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017701,001ON00000OCSQA,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017715,001ON00000OCSQE,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017752,001ON00000OCSQG,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017760,001ON00000OCSQH,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017776,001ON00000OCSQK,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017793,001ON00000OCSQN,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017799,001ON00000OCSQP,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017714,001ON00000OCSQW,ITM-009904,DITM-000511,Wholesaler,2025-06-01,SM-000483
OC-017717,001ON00000OCSQY,ITM-009904,DITM-000511,Assembler,2025-06-01,SM-000483
OC-017754,001ON00000OCSR1,ITM-009904,DITM-000511,Assembler,2025-06-01,SM-000483
OC-017784,001ON00000OCSR2,ITM-009904,DITM-000511,Manufacturer,2025-06-01,SM-000483
OC-017814,001ON00000OCSR4,ITM-009904,DITM-000511,Assembler,2025-06-01,SM-000483
OC-017728,001ON00000OCSR9,ITM-009904,DITM-000511,Designer,2025-06-01,SM-000483
OC-017737,001ON00000OCSRA,ITM-009904,DITM-000511,Wholesaler,2025-06-01,SM-000483
OC-017722,001ON00000OCSRB,ITM-009904,DITM-000511,Wholesaler,2025-06-01,SM-000483
OC-017644,0012T0000034LZU,ITM-005164,DITM-000510,Designer,2025-06-01,SM-000482
OC-010472,0012T0000034U6X,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017691,0012T0000034U6X,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-010265,0012T0000034NCJ,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017613,0012T0000034NCJ,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-010283,0012T0000034WQS,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017634,0012T0000034WQS,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-010455,0012T00000360LU,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-010299,0012T00000360LU,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017673,0012T00000360LU,ITM-005164,DITM-000510,Designer,2025-06-01,SM-000482
OC-017671,0012T00000360LU,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017654,0012T00000360LU,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-010292,0012T00000361HX,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
OC-017643,0012T00000361HX,ITM-005164,DITM-000510,Manufacturer,2025-06-01,SM-000482
